"UNC_Marchetti_diatom_cultures_all_LOBSTAHS_IDs_pos.csv, lipids identified in West Antarctic diatom isolates provided by A. Marchetti and C. Moreno, University of North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 14-22 of this speadsheet are raw chromatographic peak areas; the .xlsx file UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
2856,5768,DGTS_DGTA 44:12 +4O,C54H81N1O11,920.5882395,920.5878468,0.426558406,1009.418791,920.5870991,920.5899808,1008.906372,1013.82046,3,0,0,0,5051320.093,0,0,477762.8873,639700.9913,0,0,18745,12687,18396,919.5809631,IP_DAG,DGTS_DGTA,[M+H]+,44,12,4,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"5767, 5768","5767, 5768, 5769",NA,0,0,NA
3468,5769,PG 41:5 +4O,C47H83O14P1,920.5858701,920.5878468,-2.147268834,1009.418791,920.5870991,920.5899808,1008.906372,1013.82046,3,0,0,0,5051320.093,0,0,477762.8873,639700.9913,0,0,18745,12687,31533,902.5520445,IP_DAG,PG,[M+NH4]+,41,5,4,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"5767, 5768, 5769",NA,0,0,NA
12565,5770,DGDG 31:3 +2O,C46H80O17,922.5733773,922.573966,-0.638026856,1007.70233,922.572998,922.5749339,1007.691902,1007.712759,2,0,0,0,0,5248114.441,7733925.375,0,21651.21029,0,0,18836,12688,8387,904.5395517,IP_DAG,DGDG,[M+NH4]+,31,3,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12566,5771,DGDG 32:0 +1O,C47H88O16,926.641063,926.6395689,1.612367311,1007.060048,926.6269172,926.6405665,1000.344631,1011.110308,3,0,0,0,1709626.527,0,0,1434401.813,1741736.518,0,0,19039,12690,8507,908.6072374,IP_DAG,DGDG,[M+NH4]+,32,0,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12567,5772,MGDG 43:1 +3O,C52H98O13,948.7345696,948.7337439,0.870331146,1009.362034,948.7337247,948.733763,1009.305278,1009.418791,2,0,0,0,0,0,0,513064.0758,501558.4493,0,0,20137,12694,55370,930.700744,IP_DAG,MGDG,[M+NH4]+,43,1,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12568,5773,MGDG 43:0 +3O,C52H100O13,950.7502197,950.7480165,2.317293844,1005.974127,950.7479719,950.7480611,1004.888207,1007.060048,2,0,0,0,0,0,0,2085422.787,1380502.161,0,0,20230,12696,55345,932.7163941,IP_DAG,MGDG,[M+NH4]+,43,0,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12569,5774,PE 39:3,C44H82N1O8P1,784.5850822,784.5851781,-0.122209951,962.8483175,784.5849817,784.5852866,962.375987,969.6675803,4,0,50161343.71,44998760.02,844620.1308,2118719.915,5256994.545,221452911.8,152459702.3,0,0,11708,12732,23482,783.5778058,IP_DAG,PE,[M+H]+,39,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2475, 5774","5774, 5775",,NA,0,0,1
2857,5775,PC 36:3,C44H82N1O8P1,784.5850822,784.5851781,-0.122209951,962.8483175,784.5849817,784.5852866,962.375987,969.6675803,4,0,50161343.71,44998760.02,844620.1308,2118719.915,5256994.545,221452911.8,152459702.3,0,0,11708,12732,37227,783.5778058,IP_DAG,PC,[M+H]+,36,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2476, 5775","5774, 5775",,NA,0,1,NA
12570,5776,PG 48:8 +1O,C54H91O11P1,964.6637266,964.6632799,0.463044803,961.8428933,964.6622232,964.6642829,959.3696432,968.9986203,3,0,0,0,1098459.256,0,0,688846.3127,409412.3496,0,0,20841,12737,33705,946.629901,IP_DAG,PG,[M+NH4]+,48,8,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5776, 5777",,NA,0,1,1
2858,5777,PC 46:7 +3O,C54H94N1O11P1,964.6637266,964.6632799,0.463044803,961.8428933,964.6622232,964.6642829,959.3696432,968.9986203,3,0,0,0,1098459.256,0,0,688846.3127,409412.3496,0,0,20841,12737,39942,963.6564501,IP_DAG,PC,[M+H]+,46,7,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5776, 5777",,NA,0,0,1
12571,5778,PE 44:7,C49H84N1O8P1,846.6007323,846.6006575,0.088396124,959.3612622,846.6005694,846.6007456,958.2045761,960.5179483,2,0,0,0,0,380865.0327,1048861.531,0,0,0,0,14739,12740,24857,845.5934558,IP_DAG,PE,[M+H]+,44,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5778, 5779",,NA,0,0,NA
2859,5779,PC 41:7,C49H84N1O8P1,846.6007323,846.6006575,0.088396124,959.3612622,846.6005694,846.6007456,958.2045761,960.5179483,2,0,0,0,0,380865.0327,1048861.531,0,0,0,0,14739,12740,38627,845.5934558,IP_DAG,PC,[M+H]+,41,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5778, 5779",,NA,0,0,NA
12572,5780,DGDG 31:3 +1O,C46H80O16,906.5784627,906.5764324,2.239512045,959.7225764,906.5724748,906.58039,955.5200058,963.9251471,2,0,0,247675.3921,352248.3275,0,725366.2349,216596.1206,2313034.348,0,0,17988,12742,8382,888.5446371,IP_DAG,DGDG,[M+NH4]+,31,3,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12573,5781,DGDG 33:5 +2O,C48H80O17,946.5733773,946.5736975,-0.338253598,962.8015802,946.5732051,946.5741899,962.7993346,962.8038259,2,0,0,0,0,217489.2603,476458.4396,0,0,0,0,20014,12745,8862,928.5395517,IP_DAG,DGDG,[M+NH4]+,33,5,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12574,5782,MGDG 45:6 +4O,C54H92O14,982.682534,982.6820329,0.509871236,961.4641104,982.6814586,982.6826072,960.5522338,962.375987,2,0,514571.7791,536561.2367,0,0,0,0,0,0,0,21628,12747,56050,964.6487084,IP_DAG,MGDG,[M+NH4]+,45,6,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
12575,5783,DGDG 38:5 +4O,C53H90O19,1048.641457,1048.643828,-2.261324851,959.1378385,1048.640431,1048.647226,955.4718512,962.8038259,2,0,0,0,1934992.54,0,188663.3138,25515.19214,0,0,0,23906,12751,10072,1030.607631,IP_DAG,DGDG,[M+NH4]+,38,5,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12576,5784,DGTS_DGTA 36:1,C46H87N1O7,766.6555313,766.655311,0.287335207,1089.550051,766.6548952,766.6556341,1087.381104,1092.228335,4,1,805563.5804,746251.7715,105918.8496,2445886.461,210595.5909,8800935.696,7885527.038,236745.8995,242727.3162,10940,12826,16051,765.6482548,IP_DAG,DGTS_DGTA,[M+H]+,36,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5784, 5785",,NA,0,0,NA
2860,5785,TAG 43:2 +1O,C46H84O7,766.6555313,766.655311,0.287335207,1089.550051,766.6548952,766.6556341,1087.381104,1092.228335,4,1,805563.5804,746251.7715,105918.8496,2445886.461,210595.5909,8800935.696,7885527.038,236745.8995,242727.3162,10940,12826,61242,748.6217057,TAG,TAG,[M+NH4]+,43,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5784, 5785",,NA,NA,0,1
12577,5786,DGTS_DGTA 47:8,C57H95N1O7,906.7181316,906.71889,-0.836362934,1088.679657,906.7171889,906.7201946,1085.811453,1090.553104,4,0,346635.9824,429684.2159,1046504.59,1795116.963,3430001.008,28479072.83,22560306.84,0,0,17999,12833,19051,905.7108552,IP_DAG,DGTS_DGTA,[M+H]+,47,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5786, 5787",,NA,0,0,1
2861,5787,TAG 54:9 +1O,C57H92O7,906.7181316,906.71889,-0.836362934,1088.679657,906.7171889,906.7201946,1085.811453,1090.553104,4,0,346635.9824,429684.2159,1046504.59,1795116.963,3430001.008,28479072.83,22560306.84,0,0,17999,12833,66562,888.684306,TAG,TAG,[M+NH4]+,54,9,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5786, 5787",,NA,NA,0,1
12578,5788,DGCC 47:6 +1O,C57H99N1O9,942.739261,942.7375672,1.796718683,1088.679657,942.7375495,942.7375848,1087.717169,1089.642145,2,0,43024.73417,0,512078.6853,0,56905.26396,8853135.364,9597032.372,0,0,19853,12836,5806,941.7319846,IP_DAG,DGCC,[M+H]+,47,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5788, 5789, 5790",,NA,0,0,1
2862,5789,DGTS_DGTA 47:6 +2O,C57H99N1O9,942.739261,942.7375672,1.796718683,1088.679657,942.7375495,942.7375848,1087.717169,1089.642145,2,0,43024.73417,0,512078.6853,0,56905.26396,8853135.364,9597032.372,0,0,19853,12836,19011,941.7319846,IP_DAG,DGTS_DGTA,[M+H]+,47,6,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5788, 5789, 5790",,NA,0,0,1
3469,5790,TAG 54:7 +3O,C57H96O9,942.739261,942.7375672,1.796718683,1088.679657,942.7375495,942.7375848,1087.717169,1089.642145,2,0,43024.73417,0,512078.6853,0,56905.26396,8853135.364,9597032.372,0,0,19853,12836,66506,924.7054354,TAG,TAG,[M+NH4]+,54,7,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5788, 5789, 5790",,NA,NA,0,1
12579,5791,DGCC 24:1 +1O,C34H63N1O9,630.4575596,630.4577218,-0.257275516,989.0268488,630.4576844,630.4577591,987.6512742,990.4024235,2,0,318169.5024,366568.8836,0,0,75737.14527,0,0,0,0,6300,12924,531,629.4502831,IP_DAG,DGCC,[M+H]+,24,1,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5791, 5792, 5793",,NA,0,0,1
2863,5792,DGTS_DGTA 24:1 +2O,C34H63N1O9,630.4575596,630.4577218,-0.257275516,989.0268488,630.4576844,630.4577591,987.6512742,990.4024235,2,0,318169.5024,366568.8836,0,0,75737.14527,0,0,0,0,6300,12924,13736,629.4502831,IP_DAG,DGTS_DGTA,[M+H]+,24,1,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5791, 5792, 5793",,NA,0,0,1
3470,5793,TAG 31:2 +3O,C34H60O9,630.4575596,630.4577218,-0.257275516,989.0268488,630.4576844,630.4577591,987.6512742,990.4024235,2,0,318169.5024,366568.8836,0,0,75737.14527,0,0,0,0,6300,12924,57616,612.423734,TAG,TAG,[M+NH4]+,31,2,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5791, 5792, 5793",,NA,NA,0,1
12580,5794,TAG 35:2,C38H68O6,638.535416,638.5354645,-0.075894815,989.0185293,638.5354184,638.5355106,987.8748918,990.1621667,2,0,0,0,0,290442.4198,1068844.076,0,0,0,0,6509,12925,58575,620.5015904,TAG,TAG,[M+NH4]+,35,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
12581,5795,MGDG 26:0,C35H66O10,664.4994244,664.4996316,-0.311756395,985.5577313,664.4996084,664.4996548,985.3516922,985.7637704,2,0,716081.0828,563459.9698,0,0,115121.0527,0,28267.51369,0,0,7295,12927,51430,646.4655988,IP_DAG,MGDG,[M+NH4]+,26,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3304, 5795","5795, 5796",,NA,0,0,1
2864,5796,TAG 32:0 +4O,C35H66O10,664.4994244,664.4996316,-0.311756395,985.5577313,664.4996084,664.4996548,985.3516922,985.7637704,2,0,716081.0828,563459.9698,0,0,115121.0527,0,28267.51369,0,0,7295,12927,57798,646.4655988,TAG,TAG,[M+NH4]+,32,0,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5795, 5796",,NA,NA,0,1
12582,5797,TAG 38:6,C41H66O6,672.519766,672.5197462,0.029424224,986.7659348,672.5196517,672.5198406,985.6248511,987.9070186,2,0,0,0,0,917181.7235,353281.5136,23620.95468,0,0,0,7546,12929,59590,654.4859404,TAG,TAG,[M+NH4]+,38,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"5676, 5797",,,NA,NA,0,1
12583,5798,DGCC 28:4 +1O,C38H65N1O9,680.4732097,680.4732294,-0.029090532,985.5577313,680.4731236,680.4733353,985.3516922,985.7637704,2,0,558530.496,652870.2073,0,18104.90841,26346.18119,0,0,0,0,7782,12931,1206,679.4659332,IP_DAG,DGCC,[M+H]+,28,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5798, 5799, 5800",,NA,0,0,1
2865,5799,DGTS_DGTA 28:4 +2O,C38H65N1O9,680.4732097,680.4732294,-0.029090532,985.5577313,680.4731236,680.4733353,985.3516922,985.7637704,2,0,558530.496,652870.2073,0,18104.90841,26346.18119,0,0,0,0,7782,12931,14411,679.4659332,IP_DAG,DGTS_DGTA,[M+H]+,28,4,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5798, 5799, 5800",,NA,0,0,1
3471,5800,TAG 35:5 +3O,C38H62O9,680.4732097,680.4732294,-0.029090532,985.5577313,680.4731236,680.4733353,985.3516922,985.7637704,2,0,558530.496,652870.2073,0,18104.90841,26346.18119,0,0,0,0,7782,12931,58701,662.4393841,TAG,TAG,[M+NH4]+,35,5,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5798, 5799, 5800",,NA,NA,0,1
12584,5801,DGTS_DGTA 38:6,C48H81N1O7,784.6085811,784.6083335,0.315501754,985.1356618,784.6079648,784.6087022,984.5890992,985.6822245,2,0,0,0,1032012.878,565231.1311,313487.9187,0,0,0,0,11714,12935,16676,783.6013046,IP_DAG,DGTS_DGTA,[M+H]+,38,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5801, 5802",,NA,0,0,NA
2866,5802,TAG 45:7 +1O,C48H78O7,784.6085811,784.6083335,0.315501754,985.1356618,784.6079648,784.6087022,984.5890992,985.6822245,2,0,0,0,1032012.878,565231.1311,313487.9187,0,0,0,0,11714,12935,62222,766.5747555,TAG,TAG,[M+NH4]+,45,7,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5801, 5802",,NA,NA,0,1
12585,5803,SQDG 35:0 +4O,C44H84O16S1,918.5818336,918.5820355,-0.219890518,985.7229974,918.5819982,918.5820729,985.6822245,985.7637704,2,0,475534.6606,824141.9836,4349074.587,1432316.78,332919.1074,1059547.031,152249.0382,0,0,18647,12944,45903,900.548008,IP_DAG,SQDG,[M+NH4]+,35,0,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12586,5804,DGDG 34:1,C49H90O15,936.6617985,936.6621864,-0.414092864,985.6752937,936.6620435,936.6623292,984.5366471,986.8139404,0,2,137958.644,201061.1102,58487.43522,80090.23655,593404.1667,0,0,900139.4101,1183213.25,19547,12945,8977,918.6279729,IP_DAG,DGDG,[M+NH4]+,34,1,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12587,5805,DGDG 40:4 +3O,C55H96O18,1062.693493,1062.691238,2.121534442,986.7834405,1062.691094,1062.691958,985.6248511,987.9070186,3,0,0,0,1649629.772,431601.2398,1324999.331,0,0,0,0,24347,12952,10542,1044.659667,IP_DAG,DGDG,[M+NH4]+,40,4,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12588,5806,DGDG 41:3 +2O,C56H100O17,1062.729878,1062.727335,2.392668853,985.6535378,1062.726783,1062.727888,985.6248511,985.6822245,2,0,0,0,0,792551.5927,1391233.237,0,29812.38936,0,0,24348,12953,10812,1044.696053,IP_DAG,DGDG,[M+NH4]+,41,3,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12589,5807,PE 34:1,C39H76N1O8P1,718.538132,718.5387867,-0.911220568,1011.110308,718.5383249,718.5391691,1010.487245,1011.67846,5,0,480582.5186,724320.4504,537635.7036,0,0,10880859.55,9500625.042,0,0,9110,12966,22182,717.5308555,IP_DAG,PE,[M+H]+,34,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5807, 5808",,NA,0,1,NA
2867,5808,PC 31:1,C39H76N1O8P1,718.538132,718.5387867,-0.911220568,1011.110308,718.5383249,718.5391691,1010.487245,1011.67846,5,0,480582.5186,724320.4504,537635.7036,0,0,10880859.55,9500625.042,0,0,9110,12966,36052,717.5308555,IP_DAG,PC,[M+H]+,31,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5807, 5808",,NA,0,0,1
12590,5809,DGCC 43:6 +2O,C53H91N1O10,902.6715753,902.6705223,1.16653985,1011.564985,902.6693173,902.6708051,1004.888207,1013.375516,3,0,0,0,350073.3168,0,0,5783438.748,7023651.651,0,0,17790,12967,4811,901.6642989,IP_DAG,DGCC,[M+H]+,43,6,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4955, 5809","5809, 5810, 5811, 5812",,NA,0,0,NA
2868,5810,DGTS_DGTA 43:6 +3O,C53H91N1O10,902.6715753,902.6705223,1.16653985,1011.564985,902.6693173,902.6708051,1004.888207,1013.375516,3,0,0,0,350073.3168,0,0,5783438.748,7023651.651,0,0,17790,12967,18016,901.6642989,IP_DAG,DGTS_DGTA,[M+H]+,43,6,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4956, 5810","5809, 5810, 5811, 5812",,NA,0,0,NA
3472,5811,MGDG 44:7,C53H88O10,902.6715753,902.6705223,1.16653985,1011.564985,902.6693173,902.6708051,1004.888207,1013.375516,3,0,0,0,350073.3168,0,0,5783438.748,7023651.651,0,0,17790,12967,55730,884.6377497,IP_DAG,MGDG,[M+NH4]+,44,7,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4957, 5811","5809, 5810, 5811, 5812",,NA,0,0,NA
4165,5812,TAG 50:7 +4O,C53H88O10,902.6715753,902.6705223,1.16653985,1011.564985,902.6693173,902.6708051,1004.888207,1013.375516,3,0,0,0,350073.3168,0,0,5783438.748,7023651.651,0,0,17790,12967,64483,884.6377497,TAG,TAG,[M+NH4]+,50,7,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4958, 5812","5809, 5810, 5811, 5812",,NA,NA,0,1
12591,5813,PE 37:1,C42H82N1O8P1,760.5850822,760.5854609,-0.497832553,1010.756274,760.5849918,760.5857291,1009.305278,1015.64451,6,0,81870691.2,77027033.96,628850.9937,1243304.512,1579310.378,30978479.64,20639731.25,25425.37005,61610.48176,10686,12968,22932,759.5778058,IP_DAG,PE,[M+H]+,37,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5813, 5814",,0,1,0,1
2869,5814,PC 34:1,C42H82N1O8P1,760.5850822,760.5854609,-0.497832553,1010.756274,760.5849918,760.5857291,1009.305278,1015.64451,6,0,81870691.2,77027033.96,628850.9937,1243304.512,1579310.378,30978479.64,20639731.25,25425.37005,61610.48176,10686,12968,36702,759.5778058,IP_DAG,PC,[M+H]+,34,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5813, 5814",,1,1,1,0
12592,5815,DGDG 35:7 +3O,C50H80O18,986.568292,986.5702724,-2.007381133,1011.67846,986.5693801,986.5706491,1007.691902,1014.264718,3,0,489167.4963,683558.9971,1442578.91,2060132.647,2624005.579,1786005.881,2147166.984,0,0,21771,12970,9392,968.5344664,IP_DAG,DGDG,[M+NH4]+,35,7,3,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"539, 5815",,,NA,0,0,NA
12593,5816,DGDG 40:3 +3O,C55H98O18,1064.709143,1064.708565,0.542892079,1012.105814,1064.707667,1064.709197,1012.076017,1013.375516,3,0,0,0,14200776.34,1279102.256,3263430.228,0,0,0,0,24402,12971,10517,1046.675317,IP_DAG,DGDG,[M+NH4]+,40,3,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12594,5817,MGDG 44:8 +3O,C53H86O13,948.6406691,948.6387157,2.059164878,1010.265447,948.6386028,948.6388286,1007.155378,1013.375516,2,0,0,0,1102359.391,0,0,1935000.504,2585230.284,0,0,20121,12973,55770,930.6068435,IP_DAG,MGDG,[M+NH4]+,44,8,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12595,5818,PE 36:4,C41H74N1O8P1,740.5224819,740.5207315,2.363749498,1011.621723,740.5206909,740.5207721,1011.564985,1011.67846,2,0,21791.36822,60911.80861,45099.59998,0,0,1967869.457,1586801.985,0,0,9914,12983,22732,739.5152054,IP_DAG,PE,[M+H]+,36,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5818, 5819",,NA,0,0,NA
2870,5819,PC 33:4,C41H74N1O8P1,740.5224819,740.5207315,2.363749498,1011.621723,740.5206909,740.5207721,1011.564985,1011.67846,2,0,21791.36822,60911.80861,45099.59998,0,0,1967869.457,1586801.985,0,0,9914,12983,36552,739.5152054,IP_DAG,PC,[M+H]+,33,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5818, 5819",,NA,0,0,NA
12596,5820,PE 39:4,C44H80N1O8P1,782.5694321,782.5680856,1.720649656,1011.025303,782.5678403,782.5680898,1010.487245,1013.82046,3,0,30879066.47,17370526.25,0,0,154210.6769,3531246.934,2140935.843,0,0,11611,12987,23507,781.5621557,IP_DAG,PE,[M+H]+,39,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1740, 2166, 5820","5820, 5821",,0,1,0,1
2873,5821,PC 36:4,C44H80N1O8P1,782.5694321,782.5680856,1.720649656,1011.025303,782.5678403,782.5680898,1010.487245,1013.82046,3,0,30879066.47,17370526.25,0,0,154210.6769,3531246.934,2140935.843,0,0,11611,12987,37252,781.5621557,IP_DAG,PC,[M+H]+,36,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1741, 2167, 5821","5820, 5821",,1,1,0,0
12597,5822,PE 42:3,C47H88N1O8P1,826.6320325,826.6335367,-1.819707853,1011.621723,826.6333306,826.6337428,1011.564985,1011.67846,2,0,0,0,0,0,0,2035590.571,1482777.236,0,0,13704,12990,24232,825.624756,IP_DAG,PE,[M+H]+,42,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5822, 5823",,NA,0,1,NA
2874,5823,PC 39:3,C47H88N1O8P1,826.6320325,826.6335367,-1.819707853,1011.621723,826.6333306,826.6337428,1011.564985,1011.67846,2,0,0,0,0,0,0,2035590.571,1482777.236,0,0,13704,12990,38002,825.624756,IP_DAG,PC,[M+H]+,39,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5822, 5823",,NA,0,0,1
12598,5824,DGCC 39:7 +2O,C49H81N1O10,844.5933249,844.5912715,2.431269769,1010.491888,844.5909454,844.5915975,1009.418791,1011.564985,2,0,0,0,0,0,0,426419.6422,410790.4747,0,0,14640,12991,3786,843.5860485,IP_DAG,DGCC,[M+H]+,39,7,2,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"4872, 5824","5824, 5825, 5827, 5828","5824, 5825, 5826, 5827, 5828",NA,0,0,NA
2875,5825,DGTS_DGTA 39:7 +3O,C49H81N1O10,844.5933249,844.5912715,2.431269769,1010.491888,844.5909454,844.5915975,1009.418791,1011.564985,2,0,0,0,0,0,0,426419.6422,410790.4747,0,0,14640,12991,16991,843.5860485,IP_DAG,DGTS_DGTA,[M+H]+,39,7,3,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"4873, 5825","5824, 5825, 5827, 5828","5824, 5825, 5826, 5827, 5828",NA,0,0,NA
3473,5826,PG 36:0 +3O,C42H83O13P1,844.5909555,844.5912715,-0.374140618,1010.491888,844.5909454,844.5915975,1009.418791,1011.564985,2,0,0,0,0,0,0,426419.6422,410790.4747,0,0,14640,12991,29817,826.5571299,IP_DAG,PG,[M+NH4]+,36,0,3,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"5824, 5825, 5826, 5827, 5828",NA,0,0,NA
4166,5827,MGDG 40:8,C49H78O10,844.5933249,844.5912715,2.431269769,1010.491888,844.5909454,844.5915975,1009.418791,1011.564985,2,0,0,0,0,0,0,426419.6422,410790.4747,0,0,14640,12991,54705,826.5594993,IP_DAG,MGDG,[M+NH4]+,40,8,0,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"4874, 5827","5824, 5825, 5827, 5828","5824, 5825, 5826, 5827, 5828",NA,0,0,NA
558,5828,TAG 46:8 +4O,C49H78O10,844.5933249,844.5912715,2.431269769,1010.491888,844.5909454,844.5915975,1009.418791,1011.564985,2,0,0,0,0,0,0,426419.6422,410790.4747,0,0,14640,12991,62698,826.5594993,TAG,TAG,[M+NH4]+,46,8,4,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"4875, 5828","5824, 5825, 5827, 5828","5824, 5825, 5826, 5827, 5828",NA,NA,0,1
12599,5829,SQDG 38:4,C47H82O12S1,888.586525,888.5861678,0.401996923,1011.67846,888.5856572,888.5913112,1011.564985,1020.103697,3,0,0,0,8553867.503,0,0,821663.3571,851568.8659,0,0,17062,12995,46869,870.5526994,IP_DAG,SQDG,[M+NH4]+,38,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12600,5830,SQDG 39:0 +3O,C48H92O15S1,958.6495193,958.6503573,-0.874174323,1010.222047,958.6467712,958.6539434,1009.418791,1011.025303,2,0,187275.1613,0,0,0,0,514372.8932,1387891.006,0,0,20582,12998,47097,940.6156937,IP_DAG,SQDG,[M+NH4]+,39,0,3,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"4937, 5830",,,NA,0,0,NA
12601,5831,MGDG 46:6 +4O,C55H94O14,996.698184,996.6973969,0.789779488,1011.564985,996.6973368,996.71125,1009.418791,1016.445517,3,0,29556.88275,21858.6789,0,48316.54204,445170.6705,21337844.65,10182268.51,0,0,22153,13000,56275,978.6643584,IP_DAG,MGDG,[M+NH4]+,46,6,4,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"2532, 5831",,,0,1,0,1
