"PAL1314_LMG1401_particulate_pos_withoddFA.csv, lipids identified in particulate (0.2 um) samples from Arthur Harbor and along PAL-LTER cruise grid, 2014-2014 (PAL1314 and LMG1401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 13-17 of this speadsheet are raw chromatographic peak areas; the .xlsx file PAL1314_LMG1401_particulate_IP-DAG_pmol_mL.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,samples,LMG1401_004_QE003116,LMG1401_008_QE003117,LMG1401_009_QE003118,LMG1401_010_QE003119,PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
1203,3145,DGTS_DGTA 33:3 +3O,C43H77N1O10,768.5620248,768.563033,-1.311870762,890.8234345,768.56297,768.563371,889.9452591,891.4610469,4,1925143.366,1861566,7104103.888,2827207.976,4700803.798,13073,115,15416,767.5547483,IP_DAG,DGTS_DGTA,[M+H]+,33,3,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2402, 2760, 3145","3129, 3130, 3144, 3145",,NA,0,0,1
12215,3146,DGTS_DGTA 37:6,C47H79N1O7,770.592931,770.5928891,0.054306643,891.8278333,770.57844,770.5933403,888.0361457,895.7905801,4,930029.292,1737690.449,4851236.779,4537097.022,6847694.638,13148,115,16451,769.5856545,IP_DAG,DGTS_DGTA,[M+H]+,37,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3146, 3147",,NA,0,0,NA
12216,3147,TAG 44:7 +1O,C47H76O7,770.592931,770.5928891,0.054306643,891.8278333,770.57844,770.5933403,888.0361457,895.7905801,4,930029.292,1737690.449,4851236.779,4537097.022,6847694.638,13148,115,61802,752.5591054,TAG,TAG,[M+NH4]+,44,7,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3146, 3147",,NA,NA,0,1
12617,3148,PG 32:3 +3O,C38H69O13P1,782.4814049,782.4805672,1.070614457,887.7065395,782.4797713,782.4806009,887.6677382,889.0333513,3,0,375389.6501,747466.7369,708526.6965,25337.0816,13589,115,28797,764.4475793,IP_DAG,PG,[M+NH4]+,32,3,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12812,3149,PG 32:7 +4O,C38H61O14P1,790.4137192,790.4144248,-0.892621118,887.7065395,790.4140185,790.4145802,886.7686322,889.1913317,5,508781.1149,431385.6798,1074102.378,738488.9765,1355890.867,13912,115,28923,772.3798936,IP_DAG,PG,[M+NH4]+,32,7,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
13010,3150,PE 35:1 +4O,C40H78N1O12P1,796.5334405,796.5337788,-0.424665031,891.3754804,796.5335447,796.5339751,889.9613665,892.2164262,4,0,1506112.289,1024985.005,1214108.38,1154103.981,14155,115,22452,795.5261641,IP_DAG,PE,[M+H]+,35,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3150, 3151, 3152",,NA,0,0,NA
13014,3151,PG 34:2 +2O,C40H75O12P1,796.5334405,796.5337788,-0.424665031,891.3754804,796.5335447,796.5339751,889.9613665,892.2164262,4,0,1506112.289,1024985.005,1214108.38,1154103.981,14155,115,29301,778.499615,IP_DAG,PG,[M+NH4]+,34,2,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3150, 3151, 3152",,NA,0,0,NA
13021,3152,PC 32:1 +4O,C40H78N1O12P1,796.5334405,796.5337788,-0.424665031,891.3754804,796.5335447,796.5339751,889.9613665,892.2164262,4,0,1506112.289,1024985.005,1214108.38,1154103.981,14155,115,36272,795.5261641,IP_DAG,PC,[M+H]+,32,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3150, 3151, 3152",,NA,0,0,NA
13310,3153,SQDG 35:7,C44H70O12S1,840.4926245,840.4907889,2.18394112,889.4893052,840.4907401,840.4908378,889.0333513,889.9452591,2,124369.9095,310853.5505,460200.2168,526456.8905,28092.4557,15881,115,46089,822.4587989,IP_DAG,SQDG,[M+NH4]+,35,7,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
13710,3154,DGCC 42:11 +3O,C52H79N1O11,894.5725895,894.5738663,-1.427364251,891.3754804,894.5724596,894.5743438,883.4069924,892.2164262,4,3046377.987,1006459.794,787158.9828,1716535.308,366874.353,17973,115,4641,893.565313,IP_DAG,DGCC,[M+H]+,42,11,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3154, 3155",,NA,0,0,NA
13713,3155,DGTS_DGTA 42:11 +4O,C52H79N1O11,894.5725895,894.5738663,-1.427364251,891.3754804,894.5724596,894.5743438,883.4069924,892.2164262,4,3046377.987,1006459.794,787158.9828,1716535.308,366874.353,17973,115,17846,893.565313,IP_DAG,DGTS_DGTA,[M+H]+,42,11,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3154, 3155",,NA,0,0,NA
13810,3156,DGDG 31:1,C46H84O15,894.6148483,894.614405,0.495469142,888.0361457,894.6130175,894.6148203,887.7065395,889.0333513,3,423923.1003,69944.52244,437318.2297,578470.2127,0,17976,115,8327,876.5810227,IP_DAG,DGDG,[M+NH4]+,31,1,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1399,3157,TAG 55:14 +2O,C58H84O8,926.6504459,926.6505929,-0.158674483,887.8713426,926.6503596,926.6507689,886.7686322,889.9613665,4,391880.0026,494427.4375,935341.6889,1156487.39,30976.42443,19226,115,67304,908.6166203,TAG,TAG,[M+NH4]+,55,14,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
14226,3158,DGDG 36:4,C51H88O15,958.6461484,958.6456494,0.52052665,888.4489356,958.6453517,958.6459471,887.7065395,889.1913317,2,41291.66049,95308.37214,433474.7121,205099.2929,782221.8786,20422,115,9527,940.6123228,IP_DAG,DGDG,[M+NH4]+,36,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
1467,3159,PG 44:4 +4O,C50H91O14P1,964.6484704,964.6499374,-1.520715649,891.2899139,964.6438789,964.6513157,889.9613665,891.4610469,3,94157.69644,341101.3198,368850.5462,623924.7873,675952.0295,20633,115,32403,946.6146448,IP_DAG,PG,[M+NH4]+,44,4,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1390,3160,Chlide_a,C35H34Mg1N4O5,615.245242,615.2457113,-0.762853606,378.7166598,615.2456952,615.245743,372.5924713,379.0496105,5,76389194.13,15795001.89,17130457.98,21296980.28,33578063.63,7493,116,78260,614.2379655,pigment,Chlide_a,[M+H]+,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"205, 2908, 3160",,,NA,NA,1,1
440,3161,LPC 18:2,C26H50N1O7P1,520.3397663,520.3410233,-2.415625864,381.2575752,520.3406296,520.3414184,378.7166598,381.8825397,5,58559809.69,2628993.149,4671340.042,4578440.642,2728161.659,4444,116,41727,519.3324899,IP_MAG,LPC,[M+H]+,18,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,1,1
4312,3162,LPC 22:6,C30H50N1O7P1,568.3397663,568.3403246,-0.982240688,375.1018562,568.3402992,568.3403388,371.8519971,377.1161615,5,102355967.1,17512892.72,26829795.74,30413811.63,22229203.8,5753,116,42277,567.3324899,IP_MAG,LPC,[M+H]+,22,6,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1400,3163,PE 32:1,C37H72N1O8P1,690.5068318,690.5074784,-0.936314564,953.1549752,690.5074175,690.507526,952.062201,954.1558933,5,22465485.64,19729063.57,42317946.03,39564870.34,37210035.57,10161,117,21732,689.4995554,IP_DAG,PE,[M+H]+,32,1,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"1478, 3163","3163, 3164",,NA,0,1,NA
2227,3164,PC 29:1,C37H72N1O8P1,690.5068318,690.5074784,-0.936314564,953.1549752,690.5074175,690.507526,952.062201,954.1558933,5,22465485.64,19729063.57,42317946.03,39564870.34,37210035.57,10161,117,35652,689.4995554,IP_DAG,PC,[M+H]+,29,1,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1480, 3164","3163, 3164",,NA,0,0,1
3430,3165,TAG 52:12 +2O,C55H82O8,888.6347958,888.6355249,-0.820488905,952.5083647,888.6350275,888.6361161,951.4591398,953.1549752,4,3433758.071,302079.1472,1584664.494,1440938.997,816925.5717,17740,117,65624,870.6009702,TAG,TAG,[M+NH4]+,52,12,2,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
3618,3166,TAG 54:14 +2O,C57H82O8,912.6347958,912.6359984,-1.317676434,952.062201,912.6352122,912.636636,950.8879818,953.7502042,5,4649704.439,760353.2013,2368509.471,1775286.218,5093005.699,18705,117,66744,894.6009702,TAG,TAG,[M+NH4]+,54,14,2,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
646,3167,DGTS_DGTA 30:0,C40H77N1O7,684.5772809,684.5777386,-0.668579028,952.6085881,684.5776685,684.5777838,946.3484482,953.7502042,4,658158.6776,4090437.186,7960432.066,7437181.742,7849234.109,9974,117,14701,683.5700044,IP_DAG,DGTS_DGTA,[M+H]+,30,0,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"1997, 3167","3167, 3170",,NA,0,0,NA
3725,3168,TAG 55:13 +1O,C58H86O7,912.6711814,912.6722394,-1.159306607,951.4591398,912.6711928,912.6732564,950.845335,952.062201,5,3701352.609,2584389.842,1289027.27,2565229.782,2008832.959,18710,117,67262,894.6373558,TAG,TAG,[M+NH4]+,55,13,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
629,3169,TAG 34:1,C37H68O6,626.535416,626.5356976,-0.44946893,949.7862813,626.5356612,626.5357015,949.1658147,950.8879818,3,466281.9549,1047158.995,1767006.108,1460983.365,378865.5214,7890,117,58295,608.5015904,TAG,TAG,[M+NH4]+,34,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1850, 3169",,,NA,NA,0,1
6412,3170,TAG 37:1 +1O,C40H74O7,684.5772809,684.5777386,-0.668579028,952.6085881,684.5776685,684.5777838,946.3484482,953.7502042,4,658158.6776,4090437.186,7960432.066,7437181.742,7849234.109,9974,117,59107,666.5434553,TAG,TAG,[M+NH4]+,37,1,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1894, 3170","3167, 3170",,NA,NA,0,1
694,3171,PE 39:5,C44H78N1O8P1,780.5537821,780.5524474,1.709936825,953.1549752,780.5523786,780.5525131,952.062201,953.7502042,3,4774759.987,17059776.93,33164902.19,39019674.61,2319764.247,13511,117,23532,779.5465056,IP_DAG,PE,[M+H]+,39,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3125, 3171","3171, 3172",,0,2,0,1
691,3172,PC 36:5,C44H78N1O8P1,780.5537821,780.5524474,1.709936825,953.1549752,780.5523786,780.5525131,952.062201,953.7502042,3,4774759.987,17059776.93,33164902.19,39019674.61,2319764.247,13511,117,37277,779.5465056,IP_DAG,PC,[M+H]+,36,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3126, 3172","3171, 3172",,2,2,0,0
704,3173,DGTS_DGTA 38:5,C48H83N1O7,786.6242311,786.6252899,-1.346025939,954.3034585,786.6249419,786.6255312,953.7502042,960.0365167,5,2314614.88,6935431.225,8095643.465,8541940.605,4681877.563,13769,117,16651,785.6169547,IP_DAG,DGTS_DGTA,[M+H]+,38,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"408, 3173, 3887","3173, 3174",,NA,0,1,NA
701,3174,TAG 45:6 +1O,C48H80O7,786.6242311,786.6252899,-1.346025939,954.3034585,786.6249419,786.6255312,953.7502042,960.0365167,5,2314614.88,6935431.225,8095643.465,8541940.605,4681877.563,13769,117,62187,768.5904055,TAG,TAG,[M+NH4]+,45,6,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"409, 3174, 3888","3173, 3174",,NA,NA,0,1
7215,3175,PG 32:6 +4O,C38H63O14P1,792.4293693,792.4300462,-0.854214179,952.5155554,792.4296968,792.4301928,950.845335,954.3034585,4,259305.8072,157755.243,407946.715,287102.296,488345.3424,13990,117,28893,774.3955437,IP_DAG,PG,[M+NH4]+,32,6,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
778,3176,DGCC 40:9 +1O,C50H79N1O9,838.5827602,838.5825927,0.199732561,949.476048,838.5824498,838.5827356,949.1658147,949.7862813,2,24768.75057,295043.4588,40953.31075,249434.3475,0,15819,117,4056,837.5754838,IP_DAG,DGCC,[M+H]+,40,9,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3176, 3177, 3178",,NA,0,0,NA
7713,3177,DGTS_DGTA 40:9 +2O,C50H79N1O9,838.5827602,838.5825927,0.199732561,949.476048,838.5824498,838.5827356,949.1658147,949.7862813,2,24768.75057,295043.4588,40953.31075,249434.3475,0,15819,117,17261,837.5754838,IP_DAG,DGTS_DGTA,[M+H]+,40,9,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3176, 3177, 3178",,NA,0,0,NA
7722,3178,TAG 47:10 +3O,C50H76O9,838.5827602,838.5825927,0.199732561,949.476048,838.5824498,838.5827356,949.1658147,949.7862813,2,24768.75057,295043.4588,40953.31075,249434.3475,0,15819,117,63216,820.5489346,TAG,TAG,[M+NH4]+,47,10,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3176, 3177, 3178",,NA,NA,0,1
7910,3179,DGCC 37:2 +4O,C47H87N1O12,858.6301044,858.6307096,-0.7048226,955.7516467,858.6304543,858.6310392,953.1405939,956.47462,4,3234005.847,3063641.126,2889123.935,2718329.852,2893179.431,16585,117,3171,857.6228279,IP_DAG,DGCC,[M+H]+,37,2,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1303, 3179","3179, 3180",,NA,0,0,NA
7912,3180,MGDG 38:3 +2O,C47H84O12,858.6301044,858.6307096,-0.7048226,955.7516467,858.6304543,858.6310392,953.1405939,956.47462,4,3234005.847,3063641.126,2889123.935,2718329.852,2893179.431,16585,117,54090,840.5962788,IP_DAG,MGDG,[M+NH4]+,38,3,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1304, 3180","3179, 3180",,NA,0,0,NA
8810,3181,PE 34:1,C39H76N1O8P1,718.538132,718.5390727,-1.30914905,953.7502042,718.5286849,718.5392802,952.062201,961.127959,5,1258127.75,14966207.41,19754725.09,17874971.73,4665740.697,11180,117,22182,717.5308555,IP_DAG,PE,[M+H]+,34,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1983, 3181","3181, 3182",,NA,0,1,NA
8813,3182,PC 31:1,C39H76N1O8P1,718.538132,718.5390727,-1.30914905,953.7502042,718.5286849,718.5392802,952.062201,961.127959,5,1258127.75,14966207.41,19754725.09,17874971.73,4665740.697,11180,117,36052,717.5308555,IP_DAG,PC,[M+H]+,31,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1984, 3182","3181, 3182",,NA,0,0,1
897,3183,DGDG 26:5,C41H66O15,816.4739975,816.4750231,-1.256064485,953.1477846,816.4749064,816.4751397,953.1405939,953.1549752,2,170811.8161,0,387215.5352,98355.01124,225273.431,14936,117,7477,798.4401719,IP_DAG,DGDG,[M+NH4]+,26,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
9115,3184,PE 35:1,C40H78N1O8P1,732.5537821,732.5545268,-1.016627098,949.7862813,732.5544909,732.5546917,948.6060757,951.8761355,5,38572875.58,16120537.68,35928000.32,46887029.26,10998572.73,11682,117,22432,731.5465056,IP_DAG,PE,[M+H]+,35,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3184, 3185",,0,6,1,1
9116,3185,PC 32:1,C40H78N1O8P1,732.5537821,732.5545268,-1.016627098,949.7862813,732.5544909,732.5546917,948.6060757,951.8761355,5,38572875.58,16120537.68,35928000.32,46887029.26,10998572.73,11682,117,36252,731.5465056,IP_DAG,PC,[M+H]+,32,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3184, 3185",,6,6,1,0
9212,3186,TAG 54:15 +1O,C57H80O7,894.6242311,894.624466,-0.262502991,955.4292972,894.624209,894.6250151,947.2606143,956.596638,3,1181371.237,158727.4564,1622413.668,271044.547,333418.7139,17978,117,66772,876.5904055,TAG,TAG,[M+NH4]+,54,15,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
10216,3187,TAG 54:12 +3O,C57H86O9,932.6610106,932.6617374,-0.779289621,950.8733348,932.6616553,932.6618196,948.6060757,953.1405939,2,248089.7967,55880.90562,409313.8906,403771.8962,321101.261,19482,117,66681,914.627185,TAG,TAG,[M+NH4]+,54,12,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
10316,3188,SQDG 42:10 +1O,C51H78O13S1,948.5501395,948.5490564,1.141844584,954.3034585,948.5484909,948.5500827,953.1405939,956.0739962,5,377440.1612,180165.7684,469453.5614,871903.3943,230118.8047,20049,117,48285,930.5163139,IP_DAG,SQDG,[M+NH4]+,42,10,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
11517,3189,DGDG 41:5 +1O,C56H96O16,1042.703663,1042.70398,-0.303832321,949.0983326,1042.703468,1042.705346,945.2785622,953.1405939,4,381157.4673,416816.7233,581062.7032,580971.1562,879337.5195,22484,117,10857,1024.669838,IP_DAG,DGDG,[M+NH4]+,41,5,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
11914,3190,DGDG 40:5 +3O,C55H94O18,1060.677843,1060.676885,0.902761498,951.8761355,1060.676305,1060.677587,948.6060757,958.9096215,3,393588.9667,433054.0419,627602.0508,1407277.347,0,22822,117,10567,1042.644017,IP_DAG,DGDG,[M+NH4]+,40,5,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
12016,3191,SQDG 46:4 +4O,C55H98O16S1,1064.691384,1064.69361,-2.09022776,954.807607,1064.692617,1064.694602,953.1405939,956.47462,2,2408509.585,0,0,34939.99509,348455.1044,22878,117,49413,1046.657559,IP_DAG,SQDG,[M+NH4]+,46,4,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1430,3192,MGDG 30:0,C39H74O10,720.5620248,720.5630341,-1.400797826,961.127959,720.5627929,720.563218,960.0365167,961.195331,3,19237466.9,3628605.389,7300654.47,8107958.162,7238083.462,11256,118,52180,702.5281992,IP_DAG,MGDG,[M+NH4]+,30,0,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"1854, 3192, 4324","3192, 3193",,NA,0,1,NA
829,3193,TAG 36:0 +4O,C39H74O10,720.5620248,720.5630341,-1.400797826,961.127959,720.5627929,720.563218,960.0365167,961.195331,3,19237466.9,3628605.389,7300654.47,8107958.162,7238083.462,11256,118,58778,702.5281992,TAG,TAG,[M+NH4]+,36,0,4,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"1855, 3193","3192, 3193",,NA,NA,0,1
13100,3194,DGTS_DGTA 36:4,C46H81N1O7,760.6085811,760.6090955,-0.676364078,960.0365167,760.6090226,760.6091795,958.3614193,961.127959,3,2174685.758,3164194.582,5710187.084,4454948.857,13195658.14,12781,118,16126,759.6013046,IP_DAG,DGTS_DGTA,[M+H]+,36,4,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"2025, 3194, 3534","3194, 3204",,NA,0,0,NA
1438,3195,DGCC 37:6 +1O,C47H79N1O9,802.5827602,802.5825463,0.266464866,961.195331,802.5818835,802.582847,960.6714882,962.3831063,5,2916635.986,8020559.895,7415437.529,9329193.286,5250615.596,14388,118,3256,801.5754838,IP_DAG,DGCC,[M+H]+,37,6,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"3195, 3196, 3205",,NA,0,1,1
14114,3196,DGTS_DGTA 37:6 +2O,C47H79N1O9,802.5827602,802.5825463,0.266464866,961.195331,802.5818835,802.582847,960.6714882,962.3831063,5,2916635.986,8020559.895,7415437.529,9329193.286,5250615.596,14388,118,16461,801.5754838,IP_DAG,DGTS_DGTA,[M+H]+,37,6,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"3195, 3196, 3205",,NA,0,1,1
599,3197,PE 34:2,C39H74N1O8P1,716.5224819,716.5231767,-0.969648959,958.9096215,716.5231598,716.5232664,958.3614193,960.0497839,5,13071675.08,15498361.7,38332908.42,35372199.73,44889687.57,11100,118,22207,715.5152054,IP_DAG,PE,[M+H]+,34,2,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"3197, 4052","3197, 3198",,NA,0,1,NA
5916,3198,PC 31:2,C39H74N1O8P1,716.5224819,716.5231767,-0.969648959,958.9096215,716.5231598,716.5232664,958.3614193,960.0497839,5,13071675.08,15498361.7,38332908.42,35372199.73,44889687.57,11100,118,36077,715.5152054,IP_DAG,PC,[M+H]+,31,2,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"3198, 4053","3197, 3198",,NA,0,0,1
8115,3199,TAG 49:9 +1O,C52H82O7,836.6398812,836.6403404,-0.548881455,956.8953583,836.64031,836.6405805,954.1558933,963.4914648,4,16026515.7,5502861.547,4228652.872,12301377.27,1120817.021,15755,118,64077,818.6060556,TAG,TAG,[M+NH4]+,49,9,1,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"412, 3199","3199, 3218",,NA,NA,0,1
969,3200,TAG 54:11 +4O,C57H88O10,950.6715753,950.67211,-0.562454092,960.0187902,950.6714012,950.6728188,958.9096215,961.127959,2,5685743.97,0,166346.7638,312758.6052,249067.1529,20135,118,66653,932.6377497,TAG,TAG,[M+NH4]+,54,11,4,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
2520,3201,SQDG 44:6,C53H90O12S1,968.6491253,968.6491492,-0.024604285,960.3540025,968.6484579,968.6493545,958.7887457,961.195331,4,439350.9895,2362844.982,2731144.691,3675341.49,135024.6292,20777,118,48789,950.6152997,IP_DAG,SQDG,[M+NH4]+,44,6,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,0,1,NA
10417,3202,TAG 38:3,C41H72O6,678.5667162,678.566787,-0.104412059,957.1694594,678.5667035,678.5668705,955.4292972,958.9096215,2,29741.74964,76394.88354,275097.9273,348959.8657,20559.09793,9766,118,59485,660.5328906,TAG,TAG,[M+NH4]+,38,3,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
12103,3203,TAG 43:5,C46H78O6,744.6136664,744.614667,-1.343772127,960.9334096,744.6143677,744.6147261,960.0497839,962.3368865,4,1052551.978,6182342.529,8578294.093,8054486.803,20745087.91,12163,118,61340,726.5798408,TAG,TAG,[M+NH4]+,43,5,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"746, 2016, 3203",,,NA,NA,0,1
13110,3204,TAG 43:5 +1O,C46H78O7,760.6085811,760.6090955,-0.676364078,960.0365167,760.6090226,760.6091795,958.3614193,961.127959,3,2174685.758,3164194.582,5710187.084,4454948.857,13195658.14,12781,118,61347,742.5747555,TAG,TAG,[M+NH4]+,43,5,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2026, 3204, 3523","3194, 3204",,NA,NA,0,1
14227,3205,TAG 44:7 +3O,C47H76O9,802.5827602,802.5825463,0.266464866,961.195331,802.5818835,802.582847,960.6714882,962.3831063,5,2916635.986,8020559.895,7415437.529,9329193.286,5250615.596,14388,118,61816,784.5489346,TAG,TAG,[M+NH4]+,44,7,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3195, 3196, 3205",,NA,NA,0,1
1640,3206,PE 41:5,C46H82N1O8P1,808.5850822,808.5861254,-1.290184289,961.195331,808.5860525,808.586368,960.0365167,963.4406278,5,12677931.2,6588797.965,9012675.922,9267995.796,8629402.13,14638,118,24057,807.5778058,IP_DAG,PE,[M+H]+,41,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1433, 3206","3206, 3207",,0,6,0,1
16113,3207,PC 38:5,C46H82N1O8P1,808.5850822,808.5861254,-1.290184289,961.195331,808.5860525,808.586368,960.0365167,963.4406278,5,12677931.2,6588797.965,9012675.922,9267995.796,8629402.13,14638,118,37777,807.5778058,IP_DAG,PC,[M+H]+,38,5,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1434, 3207","3206, 3207",,6,6,1,0
1737,3208,PE 41:0,C46H92N1O8P1,818.6633326,818.6620181,1.605640877,961.127959,818.6617121,818.6625205,960.0497839,962.3368865,5,916735.6355,778223.0315,1798433.325,1842296.054,4399185.093,15052,118,23932,817.6560562,IP_DAG,PE,[M+H]+,41,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3208, 3209",,NA,0,0,NA
17113,3209,PC 38:0,C46H92N1O8P1,818.6633326,818.6620181,1.605640877,961.127959,818.6617121,818.6625205,960.0497839,962.3368865,5,916735.6355,778223.0315,1798433.325,1842296.054,4399185.093,15052,118,37652,817.6560562,IP_DAG,PC,[M+H]+,38,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3208, 3209",,NA,0,0,NA
1929,3210,PE 37:1 +4O,C42H82N1O12P1,824.5647407,824.5647566,-0.019325,958.9096215,824.5647102,824.564892,958.3614193,960.0365167,3,0,1903816.699,1580235.286,1296320.88,416471.6167,15270,118,22952,823.5574642,IP_DAG,PE,[M+H]+,37,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3210, 3211, 3212",,NA,0,0,NA
19114,3211,PG 36:2 +2O,C42H79O12P1,824.5647407,824.5647566,-0.019325,958.9096215,824.5647102,824.564892,958.3614193,960.0365167,3,0,1903816.699,1580235.286,1296320.88,416471.6167,15270,118,29871,806.5309151,IP_DAG,PG,[M+NH4]+,36,2,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3210, 3211, 3212",,NA,0,0,NA
19210,3212,PC 34:1 +4O,C42H82N1O12P1,824.5647407,824.5647566,-0.019325,958.9096215,824.5647102,824.564892,958.3614193,960.0365167,3,0,1903816.699,1580235.286,1296320.88,416471.6167,15270,118,36722,823.5574642,IP_DAG,PC,[M+H]+,34,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3210, 3211, 3212",,NA,0,0,NA
